event_date,device_id,event_id,event_value
2017-03-16 19:51:38,zofIMUyRHT,2,
2017-05-25 14:24:01,BQVAfGTlmk,2,
2017-12-24 00:07:53,pVhEwJhCYm,2,
2017-07-20 20:47:59,JfBpYnIjNm,2,
2017-09-24 23:42:23,vgruEUwyjn,1,57.3064538352
2017-06-13 04:40:18,DJEsHCQcZA,1,36.5549226478
2017-12-27 16:19:09,GyHBBVnIxT,2,
2017-08-09 15:04:03,NjMgRssFfE,2,
2017-09-23 19:28:10,NiaCxjRJCE,2,
2017-05-23 10:35:09,xecistsbue,2,
2017-08-22 15:58:38,vgruEUwyjn,2,
2017-05-27 07:47:27,cOiqXWQPSr,1,58.1326730971
2017-03-22 17:31:05,mnkMpXCzyh,2,
2017-11-04 20:10:50,SoQWVgXXKe,2,
2017-02-25 10:37:28,pZNxDswcgf,2,
2017-11-28 09:49:54,GyHBBVnIxT,1,68.3657443853
2017-11-03 21:11:29,NiaCxjRJCE,1,27.6265115979
2017-08-27 02:13:27,yYxNpaMBRv,2,
2017-02-07 18:44:13,wVRxMIzCPT,2,
2017-06-30 23:05:50,hGKlGLlRxP,2,
2017-06-13 04:55:58,xpedRuawsA,1,75.2658995991
2017-08-25 17:29:16,CQXFcdTPPB,1,53.3779529993
2017-08-13 10:31:09,bpRsNVMlhq,1,34.5208434052
2017-09-13 10:30:51,NhVaiwjRuw,2,
2017-06-24 23:15:01,vgruEUwyjn,2,
2017-05-14 03:26:23,xiZRPONgbK,1,58.5902610319
2017-03-12 13:26:06,pQHOsGJUnj,2,
2017-08-25 13:46:03,AmJEmwhynS,1,75.0217050478
2017-03-15 15:01:39,vgruEUwyjn,1,42.3709075581
2017-05-23 03:51:55,bpRsNVMlhq,2,
2017-10-30 03:59:05,xpedRuawsA,2,
2017-03-31 15:27:25,LsvqAoVjYj,1,81.1992781238
2017-04-16 00:14:14,xiZRPONgbK,2,
2017-04-23 03:49:27,veKJxIGZBb,2,
2017-02-03 09:56:15,aXZTfWzncw,2,
2017-09-26 09:35:14,yXOYqeKVqc,1,4.44272700418
2017-07-04 15:36:04,ntLhiHboUs,2,
2017-10-08 13:48:30,AmJEmwhynS,2,
2017-07-14 12:31:11,LsvqAoVjYj,1,0.236149652968
2017-11-09 16:07:41,fjEmyZoUec,2,
2017-02-13 12:00:49,vyjtCWKGyJ,1,74.8035749149
2017-08-21 05:00:08,WfxigeseOW,2,
2017-08-20 00:18:40,mEFDYBkZSB,1,30.6875862497
2017-01-04 12:37:35,SoQWVgXXKe,2,
2017-02-04 12:36:59,xecistsbue,2,
2017-02-16 20:52:36,LsvqAoVjYj,1,0.828357611736
2017-02-21 19:19:38,yVkCVLCPNo,2,
2017-04-25 21:36:46,akJCrpiQBb,2,
2017-01-06 07:58:02,KcGmNJatIW,1,0.350859352094
2017-05-17 06:00:36,aAZKibToFK,1,34.4984176477
2017-07-06 13:42:50,HOfgnFfhoy,2,
2017-12-22 21:01:46,NhVaiwjRuw,2,
2017-08-13 10:58:26,mnkMpXCzyh,1,64.1667844322
2017-01-13 12:16:34,KvnyEMYCLn,1,68.8980913909
2017-07-28 15:58:46,ZfYpMASTeY,2,
2017-04-23 12:52:25,vxLkDcSABY,2,
2017-12-14 13:55:25,mrNIZuRpSa,1,5.18961316604
2017-10-09 21:41:31,vgruEUwyjn,1,49.19774047
2017-08-11 16:14:54,yVkCVLCPNo,1,0.0499797338597
2017-05-23 16:48:35,wtcOqDsolH,2,
2017-03-13 08:45:53,veKJxIGZBb,2,
2017-08-06 01:35:15,AmJEmwhynS,2,
2017-03-11 22:02:30,ikCYQBrzCK,2,
2017-11-28 15:05:32,mEFDYBkZSB,1,1.56347540157
2017-07-15 14:45:33,VbUhCXNwmG,1,73.0366194304
2017-06-26 14:03:46,WRSzTCHuEy,1,27.9167561441
2017-05-08 13:59:13,LeoZbajqKq,1,0.0869906434232
2017-10-20 03:46:14,wtcOqDsolH,2,
2017-01-02 08:30:16,cTawABfNOn,2,
2017-06-21 18:33:32,JbBpVRkWHL,1,1.300928259
2017-03-11 12:09:50,veKJxIGZBb,1,62.9024675115
2017-06-19 04:18:19,xpedRuawsA,1,8.30622478789
2017-01-04 01:04:54,GyHBBVnIxT,2,
2017-11-27 08:39:37,kyVYAdJnyc,2,
2017-08-09 23:46:20,xjMZKTJnxA,1,79.9172921752
2017-11-30 04:30:37,LsvqAoVjYj,1,10.8679856324
2017-06-06 14:30:42,ufzSoKINSK,2,
2017-11-17 11:43:13,MVPAYdkCml,1,69.8455023368
2017-03-10 04:18:20,GsEowhbetF,1,38.3068212964
2017-03-15 19:23:32,NhVaiwjRuw,2,
2017-11-07 11:37:49,aXZTfWzncw,2,
2017-04-14 20:46:22,LZGofzSsoj,1,44.1433018563
2017-09-16 03:44:56,GsEowhbetF,2,
2017-09-26 19:42:48,yXOYqeKVqc,1,45.0156422205
2017-11-05 01:48:06,XErhyEkyRs,2,
2017-10-10 22:19:23,hfcSsoACfE,2,
2017-12-04 23:48:45,pZNxDswcgf,2,
2017-02-08 05:31:33,IiQxbmjgqg,1,5.42220660582
2017-11-25 05:26:31,AmJEmwhynS,1,46.8651193823
2017-09-27 00:02:40,fjEmyZoUec,2,
2017-09-19 20:01:41,HOfgnFfhoy,1,0.0214293445599
2017-12-31 02:50:31,yVkCVLCPNo,1,10.0015892057
2017-03-20 10:09:00,aXZTfWzncw,2,
2017-08-18 22:24:41,BkpVRngcvN,2,
2017-07-29 16:18:22,xecistsbue,1,5.83938978193
2017-04-14 07:11:30,EQIqPtVVAt,1,49.0639141153
2017-12-10 19:41:46,cOiqXWQPSr,2,
2017-09-29 01:47:10,AmJEmwhynS,1,90.320476308
2017-02-12 08:30:13,JfBpYnIjNm,1,83.9790389225
2017-02-23 08:53:42,ZmSBTrdKMP,2,
2017-12-11 05:23:07,jCgwcqzvqf,2,
2017-06-22 20:30:02,vgruEUwyjn,2,
2017-05-24 20:47:55,fsLcbbiXZw,2,
2017-09-05 07:40:18,NhVaiwjRuw,2,
2017-09-12 00:17:56,XErhyEkyRs,1,72.7563053823
2017-02-15 22:39:41,yYxNpaMBRv,2,
2017-08-19 01:15:53,rWjGhFuflE,2,
2017-07-01 15:42:14,xecistsbue,1,7.27294727628
2017-11-28 09:49:56,iZeFJxWTCT,1,73.4440248025
2017-08-23 07:50:40,xcjSyDBmNQ,1,14.4392574326
2017-10-30 17:12:56,bpRsNVMlhq,1,34.9322295644
2017-07-29 11:41:40,VbUhCXNwmG,1,2.5971773215
2017-01-15 16:45:00,uVYmSSAYKs,2,
2017-03-30 08:01:05,fsLcbbiXZw,1,5.2726055845
2017-01-12 07:11:45,mEFDYBkZSB,1,0.282832900819
2017-01-10 13:49:19,BzzlZXqjNG,1,35.5425025512
2017-10-11 03:23:48,MVPAYdkCml,2,
2017-05-24 10:27:59,NiaCxjRJCE,2,
2017-03-18 04:15:07,GyHBBVnIxT,2,
2017-01-18 05:46:23,LeoZbajqKq,1,69.5530661324
2017-09-15 02:22:38,pQHOsGJUnj,1,38.089517532
2017-03-07 02:55:31,mrNIZuRpSa,1,8.3727134484
2017-04-27 07:23:48,TOkYYJguDo,2,
2017-02-20 14:36:27,LZGofzSsoj,2,
2017-04-23 08:03:35,SoQWVgXXKe,2,
2017-06-04 20:56:53,KvnyEMYCLn,2,
2017-08-30 01:21:59,EQIqPtVVAt,2,
2017-09-28 03:20:53,VTZswSrFNA,1,9.17541093254
2017-05-07 00:13:20,yXOYqeKVqc,2,
2017-04-02 12:27:16,pVhEwJhCYm,1,6.64232765314
2017-07-27 12:12:07,OstOjCcgrB,1,31.882227329
2017-05-09 14:46:14,sYxDSpRCXa,1,16.2848997934
2017-08-16 03:29:59,uVYmSSAYKs,2,
2017-07-21 20:47:45,wtcOqDsolH,1,57.9824795788
2017-10-04 22:39:02,NiikPmwarQ,2,
2017-02-07 08:08:46,aXZTfWzncw,2,
2017-11-14 22:44:07,yVkCVLCPNo,1,55.0474664978
2017-10-07 18:56:20,pQHOsGJUnj,1,15.4983234179
2017-08-14 19:45:01,KcGmNJatIW,1,26.6507398333
2017-10-04 15:01:02,OHdpRZBGVw,1,3.8716658919
2017-07-17 16:47:10,mEFDYBkZSB,2,
2017-12-21 21:29:22,ZmSBTrdKMP,2,
2017-02-18 02:32:13,XrjKOHPRwp,2,
2017-12-23 13:20:13,NiaCxjRJCE,1,7.5198983247
2017-09-14 20:29:20,MVPAYdkCml,1,2.99291513609
2017-05-10 10:23:25,vxLkDcSABY,2,
2017-04-22 17:51:38,MVPAYdkCml,1,0.212478930334
2017-11-06 19:04:57,iZeFJxWTCT,1,54.2807964971
2017-11-03 16:27:45,OHdpRZBGVw,2,
2017-01-16 11:57:43,cOiqXWQPSr,2,
2017-07-26 17:56:57,BkpVRngcvN,2,
2017-10-19 04:41:10,nXJEhxUecR,1,11.1055515271
2017-07-22 01:04:54,RTfuMyfHrx,2,
2017-01-14 06:53:56,yXOYqeKVqc,1,37.7451785195
2017-02-09 23:07:25,bpRsNVMlhq,1,71.3396774095
2017-05-17 01:13:54,hXZMuAswkh,1,5.56927781161
2017-04-09 23:10:16,yVkCVLCPNo,2,
2017-09-04 00:20:23,JbBpVRkWHL,2,
2017-01-10 21:32:20,vxLkDcSABY,1,46.7638077352
2017-07-24 00:42:33,kyVYAdJnyc,2,
2017-11-27 04:03:02,AmJEmwhynS,1,6.83469862906
2017-11-21 00:20:02,xpedRuawsA,2,
2017-02-01 21:36:48,pZNxDswcgf,2,
2017-10-08 14:29:16,veKJxIGZBb,1,63.2918239237
2017-11-23 14:57:00,OstOjCcgrB,1,1.78933597697
2017-06-04 10:55:05,JLosSTdslk,2,
2017-12-25 07:24:43,zYFCGGvXKf,2,
2017-02-06 19:50:01,BLJlTHnLpU,2,
2017-10-09 14:49:45,XErhyEkyRs,2,
2017-11-10 02:02:43,zofIMUyRHT,2,
2017-09-03 06:23:30,jSjtepIhkg,2,
2017-01-22 18:05:12,jCgwcqzvqf,2,
2017-05-02 21:16:21,akJCrpiQBb,1,22.8398184071
2017-05-31 21:48:33,NiaCxjRJCE,2,
2017-05-30 05:46:03,EQIqPtVVAt,2,
2017-12-12 20:36:08,WRSzTCHuEy,2,
2017-12-31 09:43:26,zYFCGGvXKf,2,
2017-02-21 02:12:37,pVhEwJhCYm,2,
2017-08-18 10:56:42,HOfgnFfhoy,2,
2017-06-24 04:47:28,LeoZbajqKq,2,
2017-02-14 21:29:21,SoQWVgXXKe,2,
2017-12-28 16:55:18,NjMgRssFfE,1,72.7033177911
2017-07-04 07:14:30,pQHOsGJUnj,1,36.5689555193
2017-07-12 18:43:16,yVkCVLCPNo,2,
2017-08-03 16:22:44,wtcOqDsolH,2,
2017-07-29 03:45:43,EEWRDwxVbt,1,19.0097953282
2017-07-26 08:19:09,mnkMpXCzyh,2,
2017-03-30 18:30:45,zYFCGGvXKf,2,
2017-08-11 21:48:50,bjhnfGmcPz,2,
2017-06-08 23:55:53,kyVYAdJnyc,2,
2017-06-19 11:43:50,ntLhiHboUs,1,52.2676424745
2017-09-12 06:17:59,wVRxMIzCPT,2,
2017-04-20 21:35:30,KcGmNJatIW,2,
2017-05-31 00:30:26,XJcOcoJajb,1,56.5998263508
2017-03-16 21:59:42,rWjGhFuflE,1,48.4829740041
2017-02-20 03:24:27,sYxDSpRCXa,1,0.607438565831
2017-07-20 23:40:21,yVkCVLCPNo,1,49.9897527154
2017-12-13 06:24:17,pZNxDswcgf,1,4.0828027548
2017-02-11 14:53:37,pZNxDswcgf,2,
2017-08-15 14:34:18,TOkYYJguDo,1,17.892162233
2017-05-18 03:55:51,JLosSTdslk,2,
2017-02-20 01:51:54,SoQWVgXXKe,2,
2017-07-29 03:48:43,pVhEwJhCYm,2,
2017-04-13 05:15:56,sYxDSpRCXa,2,
2017-11-16 00:57:57,AmJEmwhynS,2,
2017-11-05 06:40:53,pQHOsGJUnj,2,
2017-02-14 09:50:08,BkpVRngcvN,2,
2017-12-28 05:49:29,mrNIZuRpSa,1,4.65849730118
2017-02-27 09:48:54,NjMgRssFfE,1,3.82570441045
2017-03-14 13:56:09,BQVAfGTlmk,1,50.1597645067
2017-01-12 01:23:51,akJCrpiQBb,2,
2017-09-12 19:49:46,iuMQcpcynr,2,
2017-04-12 01:59:37,aXZTfWzncw,1,19.1021129562
2017-08-18 03:14:07,eJcwGNrZsn,2,
2017-04-18 05:55:01,VbUhCXNwmG,1,0.045727905696
2017-05-08 21:11:28,DJEsHCQcZA,1,69.5878327352
2017-01-18 20:05:13,kyVYAdJnyc,1,86.2581033915
2017-04-13 00:47:57,sYxDSpRCXa,1,0.157007515538
2017-01-10 15:01:50,NiaCxjRJCE,1,63.9448165244
2017-08-18 23:42:35,JbBpVRkWHL,1,10.8133033804
2017-09-13 13:58:50,IuWTOPIZnY,1,21.7373649334
2017-06-10 16:00:17,YJvyiZZKvz,1,46.6792212051
2017-03-26 16:27:45,rWjGhFuflE,1,0.00222014572868
2017-04-12 03:03:33,ikCYQBrzCK,2,
2017-05-25 19:39:09,mnkMpXCzyh,1,5.79685061591
2017-09-12 14:19:28,AmJEmwhynS,2,
2017-06-15 23:11:40,jCgwcqzvqf,2,
2017-08-26 00:16:41,rWjGhFuflE,1,62.4085821077
2017-06-26 15:09:11,ntLhiHboUs,2,
2017-02-23 14:10:05,IiQxbmjgqg,2,
2017-08-14 13:03:00,KvnyEMYCLn,2,
2017-01-05 21:27:34,MVPAYdkCml,2,
2017-04-28 23:06:23,hfcSsoACfE,1,71.1607493277
2017-09-12 01:29:59,tHjFgYzzVM,2,
2017-12-20 12:38:08,iZeFJxWTCT,2,
2017-05-03 19:45:04,eJcwGNrZsn,1,11.0353238461
2017-08-25 02:57:06,xiZRPONgbK,1,49.8583224642
2017-07-06 23:58:47,kyVYAdJnyc,1,50.5434373722
2017-07-15 09:56:22,IgUkuBKCdf,1,31.9856427736
2017-06-29 18:08:34,xecistsbue,1,0.0283641680645
2017-08-23 14:01:28,iZeFJxWTCT,1,80.6624203728
2017-12-02 17:33:54,vxLkDcSABY,2,
2017-02-02 19:06:16,xpedRuawsA,1,64.8027680786
2017-09-27 21:18:17,qbYlkrWkSF,1,59.0826834341
2017-11-06 12:41:56,GyHBBVnIxT,1,21.2307438304
2017-11-08 18:42:00,fjEmyZoUec,1,0.00458862596669
2017-08-11 04:09:21,vgruEUwyjn,1,0.229104120284
2017-10-06 06:55:05,VTZswSrFNA,2,
2017-11-22 16:26:49,vyjtCWKGyJ,1,29.0884122312
2017-10-19 21:13:13,fOreRDxxKJ,1,60.7087381795
2017-11-19 13:27:31,OHdpRZBGVw,1,78.6431104776
2017-12-20 12:09:49,MVPAYdkCml,1,82.9002655227
2017-07-21 16:14:19,kyVYAdJnyc,2,
2017-06-11 10:55:11,vyjtCWKGyJ,1,2.18136216826
2017-08-30 09:42:51,qbYlkrWkSF,2,
2017-05-31 05:05:02,iuMQcpcynr,1,5.68187217633
2017-07-30 08:41:37,NjMgRssFfE,1,35.8115059966
2017-01-28 20:07:08,xjMZKTJnxA,1,83.9020649818
2017-08-20 15:36:10,mEFDYBkZSB,2,
2017-04-18 09:05:31,IiQxbmjgqg,1,13.7839997677
2017-03-21 05:08:04,zHAPuqHqFj,2,
2017-11-30 01:00:59,IgUkuBKCdf,2,
2017-09-28 05:37:28,XJcOcoJajb,2,
2017-10-16 18:01:38,JbBpVRkWHL,1,11.1694511175
2017-09-03 09:17:39,kyVYAdJnyc,1,30.7444879774
2017-03-31 03:40:25,LeoZbajqKq,1,22.3696448735
2017-08-07 21:29:30,fOreRDxxKJ,1,7.79801915484
2017-09-22 21:23:12,cOiqXWQPSr,2,
2017-09-06 02:14:44,jCgwcqzvqf,1,13.9766159972
2017-08-30 17:31:13,EEWRDwxVbt,2,
2017-06-06 04:58:59,NhVaiwjRuw,2,
2017-11-01 15:54:28,XJcOcoJajb,2,
2017-03-10 13:11:52,uVYmSSAYKs,1,93.7382502465
2017-02-02 13:54:15,BQVAfGTlmk,2,
2017-09-15 09:13:11,xiZRPONgbK,1,1.70970832441
2017-12-23 21:34:19,IuWTOPIZnY,2,
2017-10-24 15:33:07,ZmSBTrdKMP,2,
2017-09-02 02:21:57,fsLcbbiXZw,1,0.131212104041
2017-07-14 04:28:19,BLJlTHnLpU,2,
2017-01-28 18:36:36,xiZRPONgbK,2,
2017-07-17 07:56:53,jSjtepIhkg,2,
2017-03-22 06:09:22,wtcOqDsolH,1,38.1208445927
2017-05-01 08:56:59,jCgwcqzvqf,1,4.0901270201
2017-11-25 12:47:31,ntLhiHboUs,2,
2017-11-16 17:27:25,yXOYqeKVqc,1,75.2150528554
2017-06-14 21:28:54,IgUkuBKCdf,2,
2017-07-27 18:32:36,qRjLLYHAGD,1,1.32174586766
2017-12-25 06:02:27,mnkMpXCzyh,1,0.0105917404703
2017-05-03 07:54:22,xecistsbue,2,
2017-03-07 03:33:54,xcjSyDBmNQ,1,4.10137462568
2017-07-04 07:52:14,pVhEwJhCYm,1,36.7596756479
2017-06-24 05:45:58,IuWTOPIZnY,2,
2017-07-01 12:14:17,wVRxMIzCPT,2,
2017-05-19 17:10:58,LsvqAoVjYj,1,62.0155356991
2017-11-26 08:49:19,IuWTOPIZnY,2,
2017-02-08 18:58:43,uVYmSSAYKs,1,0.543127762422
2017-05-16 16:38:01,vgruEUwyjn,2,
2017-09-16 15:07:47,wMnHyLAxbW,1,34.0584010561
2017-12-23 08:49:40,BzzlZXqjNG,2,
2017-10-03 16:51:13,DJEsHCQcZA,2,
2017-03-25 15:27:01,qRjLLYHAGD,2,
2017-01-29 23:16:38,fOreRDxxKJ,1,44.5109657754
2017-11-30 17:57:59,HOfgnFfhoy,1,37.106077238
2017-01-09 18:02:39,XrjKOHPRwp,1,63.7721071634
2017-05-11 03:50:17,aAZKibToFK,2,
2017-01-13 23:56:58,uVYmSSAYKs,2,
2017-07-17 17:52:02,GsEowhbetF,1,7.59915529444
2017-03-09 01:56:38,GsEowhbetF,1,97.7143435263
2017-01-08 20:19:17,xcjSyDBmNQ,1,78.3581389876
2017-02-22 10:01:40,EEWRDwxVbt,1,65.5334746164
2017-04-09 19:57:36,WfxigeseOW,1,7.03936304991
2017-11-10 01:24:07,OstOjCcgrB,1,75.7525505548
2017-07-31 02:59:56,WfxigeseOW,1,25.0465393027
2017-12-28 00:29:31,EQIqPtVVAt,1,85.2984016814
2017-11-26 18:18:53,xpedRuawsA,2,
2017-05-24 23:09:49,xecistsbue,1,65.0732809411
2017-12-19 15:22:58,BLJlTHnLpU,1,15.7286091838
2017-04-27 08:43:33,XrjKOHPRwp,1,0.0422077946431
2017-04-12 07:48:28,xjMZKTJnxA,1,92.0964999214
2017-02-05 05:21:46,CQXFcdTPPB,1,0.0134068892308
2017-07-08 04:37:01,xcjSyDBmNQ,2,
2017-01-15 02:21:41,RTfuMyfHrx,2,
2017-09-04 10:03:33,bjhnfGmcPz,1,15.8487435668
2017-01-18 21:07:29,wMnHyLAxbW,1,1.22119127977
2017-01-06 19:12:51,nXJEhxUecR,2,
2017-04-20 19:56:57,eJcwGNrZsn,1,34.8218760453
2017-07-09 14:11:01,vyjtCWKGyJ,1,1.39951814803
2017-01-24 00:41:16,LsvqAoVjYj,2,
2017-12-17 01:56:46,AmJEmwhynS,1,2.69737368301
2017-12-10 04:05:03,NjMgRssFfE,1,91.1711939128
2017-06-18 12:07:27,hXZMuAswkh,2,
2017-01-04 07:21:11,NKwkHPdkLy,2,
2017-02-04 00:37:36,rWjGhFuflE,2,
2017-03-04 19:49:11,zYFCGGvXKf,1,3.25133775447
2017-01-25 06:10:27,pVhEwJhCYm,2,
2017-07-24 05:05:41,qRjLLYHAGD,1,27.0204704588
2017-08-03 13:55:08,akJCrpiQBb,2,
2017-06-25 19:36:14,pQHOsGJUnj,1,81.5712225887
2017-01-01 19:21:17,CQXFcdTPPB,2,
2017-05-21 05:39:42,GyHBBVnIxT,2,
2017-07-19 05:48:19,ikCYQBrzCK,1,56.3844250015
2017-10-31 17:54:20,vyjtCWKGyJ,1,20.1375890343
2017-07-08 07:29:57,VTZswSrFNA,1,71.406589345
2017-08-12 20:05:38,yXOYqeKVqc,1,78.8661334378
2017-01-27 17:57:41,VTZswSrFNA,1,6.05063078919
2017-04-13 12:57:10,mEFDYBkZSB,2,
2017-11-05 05:08:05,mnkMpXCzyh,2,
2017-01-13 10:00:27,bpRsNVMlhq,2,
2017-04-19 17:22:35,mrNIZuRpSa,2,
2017-07-12 03:42:39,yYxNpaMBRv,2,
2017-01-19 19:22:54,vgruEUwyjn,1,6.97614488812
2017-08-15 03:17:08,aXZTfWzncw,1,4.1846606053
2017-01-29 15:29:14,wMnHyLAxbW,2,
2017-12-02 03:14:04,xcjSyDBmNQ,2,
2017-04-16 12:29:37,jCgwcqzvqf,2,
2017-11-16 18:47:45,ufzSoKINSK,1,0.217653634326
2017-11-14 13:02:43,CQXFcdTPPB,1,55.1643872026
2017-04-27 09:12:40,JLosSTdslk,1,6.26207948687
2017-09-28 12:03:46,wMnHyLAxbW,1,63.7779933776
2017-02-21 00:18:09,JbBpVRkWHL,1,2.55546825139
2017-01-24 16:27:54,ufzSoKINSK,1,89.7965676907
2017-07-31 20:25:59,iuMQcpcynr,1,36.1673670405
2017-09-12 08:12:54,yXOYqeKVqc,2,
2017-11-24 08:54:22,SoQWVgXXKe,1,51.0430342784
2017-05-12 14:42:23,hXZMuAswkh,1,0.752175501795
2017-01-25 08:13:44,YJvyiZZKvz,1,93.3502252418
2017-02-03 23:49:31,XJcOcoJajb,2,
2017-03-25 17:10:59,mEFDYBkZSB,1,20.6911228624
2017-10-31 20:33:37,iuMQcpcynr,2,
2017-06-06 08:25:55,jSjtepIhkg,2,
2017-11-08 13:59:43,MVPAYdkCml,2,
2017-06-08 09:29:35,aAZKibToFK,1,86.7028636765
2017-10-03 05:07:03,jCgwcqzvqf,1,86.6269436877
2017-01-19 03:27:57,kyVYAdJnyc,1,0.141653426062
2017-08-21 20:31:39,cTawABfNOn,2,
2017-12-27 15:07:35,nXJEhxUecR,1,26.0869208146
2017-04-28 10:17:32,pQHOsGJUnj,1,46.5712396933
2017-11-21 16:13:32,BLJlTHnLpU,1,71.8688468445
2017-12-02 13:18:31,AmJEmwhynS,1,34.8082606201
2017-08-12 19:51:55,NhVaiwjRuw,2,
2017-12-21 06:21:02,GyHBBVnIxT,2,
2017-09-28 19:42:17,VbUhCXNwmG,1,55.8736010486
2017-06-01 12:37:46,bpRsNVMlhq,1,47.1574588941
2017-10-24 05:07:13,zYFCGGvXKf,2,
2017-10-12 19:44:50,KvnyEMYCLn,1,41.8661013375
2017-04-01 03:27:19,hXZMuAswkh,1,7.06599491533
2017-02-25 12:13:36,xcjSyDBmNQ,2,
2017-07-26 05:23:19,yYxNpaMBRv,1,59.5541580303
2017-01-14 05:27:29,BzzlZXqjNG,2,
2017-09-01 09:04:40,xjMZKTJnxA,2,
2017-02-13 13:04:17,JfBpYnIjNm,2,
2017-10-15 14:42:51,pQHOsGJUnj,1,58.5151021342
2017-03-12 05:49:55,ikCYQBrzCK,1,60.1562142984
2017-02-02 00:38:23,JbBpVRkWHL,1,9.19238793224
2017-06-09 07:27:15,ikCYQBrzCK,1,0.12000651235
2017-05-20 08:01:52,EEWRDwxVbt,1,2.29957075235
2017-07-08 03:46:06,jCgwcqzvqf,2,
2017-01-06 11:49:43,xcjSyDBmNQ,1,3.80876318911
2017-12-30 00:49:58,zYFCGGvXKf,2,
2017-05-12 12:44:30,xjMZKTJnxA,1,46.991741773
2017-02-04 22:41:17,iuwhjQvNqt,2,
2017-09-15 14:55:19,aXZTfWzncw,2,
2017-08-17 01:45:42,zHAPuqHqFj,1,40.1358783218
2017-01-21 05:44:17,ZmSBTrdKMP,2,
2017-04-28 12:43:03,aAZKibToFK,2,
2017-12-26 18:49:12,OstOjCcgrB,1,45.6111514716
2017-05-03 22:39:47,mrNIZuRpSa,1,21.2607823856
2017-10-17 00:41:25,xecistsbue,1,80.1841516492
2017-09-19 13:20:28,IiQxbmjgqg,2,
2017-02-23 03:37:46,zYFCGGvXKf,2,
2017-07-06 08:57:45,pQHOsGJUnj,2,
2017-05-27 04:36:21,KcGmNJatIW,1,0.00614055140817
2017-05-16 02:26:58,hGKlGLlRxP,1,8.98973059085
2017-06-23 19:10:24,sYxDSpRCXa,2,
2017-05-04 13:01:22,IuWTOPIZnY,2,
2017-10-31 03:46:26,BkpVRngcvN,2,
2017-01-29 23:28:17,eJcwGNrZsn,1,58.7156733952
2017-11-27 12:05:50,xcjSyDBmNQ,2,
